Pedido;Codigo do Cliente;Cliente;Codigo Vendedor;Vendedor;Linha;Codigo Produto;Nome Produto;Categoria;Quantidade;Preco Unitario;Percentual Desconto;Valor de venda;Venda Total;Salario total
13210;1;Albert von Einstein;7;Tom Lindwall;1;3;Chantell Shirt;Roupa Feminina;6;19,52998231;0;117,1798938;;
13216;79;Heinz Disco;8;Leif Shine;1;36;Mehmet-Tr�ja;Beb�s;6;10,29307209;0;61,75843256;;
13247;19;Greg Thatcher;9;Helen Brolin;1;36;Mehmet-Tr�ja;Beb�s;6;7,744929018;0;46,46957411;;
13257;32;Ross The Boss;1;Frank Roll;1;59;Rasta WCT;Esportivo;6;8,86272769;0;53,17636614;;
13291;34;Joe do Pintho;3;Rob Carsson;1;38;Le Baby Dress;Roupa Feminina;6;72,47111696;0;434,8267018;;
13395;29;Jusep del pep;5;Ingrid Hendrix;1;25;Basket Vest;Esportivo;6;15,58925096;0;93,53550578;;
13436;29;Jusep del pep;4;Joan Callins;1;76;Halter Dress;Roupa Feminina;6;360,0731428;0;2160,438857;;
13457;10;James Hendersson;1;Frank Roll;1;17;TieBreak Tennis shoes;Cal�ado Masculino;6;24,64091745;0;147,8455047;;
13512;73;Preben Elkjaer;9;Helen Brolin;1;26;Bike Helmet;Esportivo;6;25,76453801;0;154,5872281;;
13599;79;Heinz Disco;7;Tom Lindwall;1;77;Wrap Skirt;Roupa Feminina;6;14,91134688;0;89,46808125;;
13658;29;Jusep del pep;5;Ingrid Hendrix;1;56;Slip-on Shoes;Cal�ado Feminino;6;44,29904796;0;265,7942878;;
13810;11;David Foot;3;Rob Carsson;1;57;Lightweight Sandals;Cal�ado Feminino;6;23,96506911;0;143,7904147;;
13931;61;Giovanni Santhos;3;Rob Carsson;1;26;Bike Helmet;Esportivo;6;40,58654369;0;243,5192621;;
13968;19;Greg Thatcher;3;Rob Carsson;1;29;Davenport Shoes;Cal�ado Masculino;6;124,7325461;0;748,3952764;;
14017;19;Greg Thatcher;9;Helen Brolin;1;42;Walking Shoes;Cal�ado Feminino;6;14,80324574;0;88,81947442;;
14018;63;George Essen;7;Tom Lindwall;1;23;DSW Sandals;Cal�ado Feminino;6;11,40951301;0;68,45707808;;
14052;79;Heinz Disco;8;Leif Shine;1;36;Mehmet-Tr�ja;Beb�s;6;9,308888143;0;55,85332886;;
14054;27;Don Corleone;6;Lennart Skoglund;1;19;Squash Shorts;Esportivo;6;8,251793768;0;49,51076261;;
14119;73;Preben Elkjaer;3;Rob Carsson;1;10;Sapporoo Gloves;Beb�s;6;7,306658567;0;43,8399514;;
14127;34;Joe do Pintho;3;Rob Carsson;1;38;Le Baby Dress;Roupa Feminina;6;82,58209873;0;495,4925924;;
14163;12;Victoria Abril;2;Erik Presley;1;43;Summer Shorts;Praia;6;10,4151124;0;62,49067441;;
14242;54;Don Gerardo;3;Rob Carsson;1;13;Aino Shoes;Beb�s;6;25,2968991;0;151,7813946;;
14271;40;Philippe de Laval;5;Ingrid Hendrix;1;52;Winter Boots;Cal�ado Feminino;6;90,90844184;0;545,4506511;;
14272;29;Jusep del pep;4;Joan Callins;1;76;Halter Dress;Roupa Feminina;6;355,4699039;0;2132,819423;;
14294;49;Luca Brassi;6;Lennart Skoglund;1;4;Rossi Shorts;Roupa Feminina;6;20,6021514;0;123,6129084;;
14317;40;Philippe de Laval;5;Ingrid Hendrix;1;26;Bike Helmet;Esportivo;6;31,63797258;0;189,8278355;;
14378;37;Robert Bolero;9;Helen Brolin;1;61;AAA Running Shoe;Esportivo;6;21,05313648;0;126,3188189;;
14563;42;Joe Barry;1;Frank Roll;1;77;Wrap Skirt;Roupa Feminina;6;11,40345365;0;68,42072188;;
14566;35;Nicolas Balines;3;Rob Carsson;1;40;Duck Trousers;Beb�s;6;19,83108931;0;118,9865359;;
14636;29;Jusep del pep;4;Joan Callins;1;10;Sapporoo Gloves;Beb�s;6;5,776346704;0;34,65808022;;
14646;11;David Foot;3;Rob Carsson;1;57;Lightweight Sandals;Cal�ado Feminino;6;18,75261988;0;112,5157193;;
14652;4;Carl Montgomery;2;Erik Presley;1;72;Oyaki Kimono;Roupa Feminina;6;14,73256857;0;88,3954114;;
14685;69;Emilio Ilegal;4;Joan Callins;1;24;Samba Soccer Socks;Roupa Masculina;6;4,232573501;0;25,39544101;;
14712;2;Paco el Maco;2;Erik Presley;1;70;US-Master Jeans;Roupa Masculina;6;27,68801627;0;166,1280976;;
14789;18;Pierre Chardin;6;Lennart Skoglund;1;21;Basket Shoes;Esportivo;6;9,344522009;0;56,06713206;;
14963;34;Joe do Pintho;3;Rob Carsson;1;38;Le Baby Dress;Roupa Feminina;6;65,85657787;0;395,1394672;;
15002;82;Mark Stark;1;Frank Roll;1;70;US-Master Jeans;Roupa Masculina;6;29,82230038;0;178,9338023;;
15022;80;Peloto Gomez;1;Frank Roll;1;43;Summer Shorts;Praia;6;11,03363902;0;66,20183415;;
15107;40;Philippe de Laval;5;Ingrid Hendrix;1;20;Tennis Suit;Esportivo;6;84,16861786;0;505,0117072;;
15152;40;Philippe de Laval;4;Joan Callins;1;17;TieBreak Tennis shoes;Cal�ado Masculino;6;28,26448297;0;169,5868978;;
15184;73;Preben Elkjaer;9;Helen Brolin;1;76;Halter Dress;Roupa Feminina;6;427,5601966;0;2565,36118;;
15522;69;Emilio Ilegal;5;Ingrid Hendrix;1;30;Baby Dark Lounge Suit;Beb�s;6;32,96866993;0;197,8120196;;
15533;80;Peloto Gomez;1;Frank Roll;1;75;Bow tie;Roupa Masculina;6;7,476651947;0;44,85991168;;
15534;19;Greg Thatcher;2;Erik Presley;1;75;Bow tie;Roupa Masculina;6;8,837514785;0;53,02508871;;
15720;62;Jorge Alemaio;2;Erik Presley;1;4;Rossi Shorts;Roupa Feminina;6;26,30196047;0;157,8117628;;
15726;27;Don Corleone;6;Lennart Skoglund;1;19;Squash Shorts;Esportivo;6;7,773001314;0;46,63800789;;
15755;19;Greg Thatcher;9;Helen Brolin;1;36;Mehmet-Tr�ja;Beb�s;6;6,782759429;0;40,69655657;;
15769;27;Don Corleone;6;Lennart Skoglund;1;74;X-Train Shoes;Infantil;6;29,94712361;0;179,6827416;;
15826;42;Joe Barry;1;Frank Roll;1;25;Basket Vest;Esportivo;6;11,41868468;0;68,51210806;;
15844;59;Herbert Bernstorf;4;Joan Callins;1;20;Tennis Suit;Esportivo;6;86,18722698;0;517,1233619;;
15914;54;Don Gerardo;3;Rob Carsson;1;13;Aino Shoes;Beb�s;6;24,17341649;0;145,040499;;
15926;90;Reijoo Haajanen;9;Helen Brolin;1;61;AAA Running Shoe;Esportivo;6;33,17422821;0;199,0453692;;
15943;40;Philippe de Laval;5;Ingrid Hendrix;1;52;Winter Boots;Cal�ado Feminino;6;82,78856825;0;496,7314095;;
16020;73;Preben Elkjaer;9;Helen Brolin;1;76;Halter Dress;Roupa Feminina;6;480,8941332;0;2885,364799;;
16107;79;Heinz Disco;7;Tom Lindwall;1;77;Wrap Skirt;Roupa Feminina;6;14,71390059;0;88,28340352;;
16166;29;Jusep del pep;5;Ingrid Hendrix;1;64;WFS Shoes;Cal�ado Feminino;6;34,71123691;0;208,2674215;;
16185;5;Urra Gurra Aktersnurra;9;Helen Brolin;1;39;Terence Top;Roupa Feminina;6;59,07904893;0;354,4742936;;
16235;42;Joe Barry;1;Frank Roll;1;77;Wrap Skirt;Roupa Feminina;6;15,00485403;0;90,02912421;;
16260;37;Robert Bolero;3;Rob Carsson;1;53;Jack Flash Dress;Roupa Feminina;6;71,07051803;0;426,4231082;;
16277;68;Carl Perry;6;Lennart Skoglund;1;51;Summit Hiking Boots;Cal�ado Masculino;6;114,1113435;0;684,6680608;;
16314;82;Mark Stark;1;Frank Roll;1;64;WFS Shoes;Cal�ado Feminino;6;37,07220324;0;222,4332194;;
16324;4;Carl Montgomery;2;Erik Presley;1;72;Oyaki Kimono;Roupa Feminina;6;14,62060651;0;87,72363906;;
16384;2;Paco el Maco;2;Erik Presley;1;70;US-Master Jeans;Roupa Masculina;6;27,83063196;0;166,9837918;;
16463;91;Boniekk Wallessa;8;Leif Shine;1;1;Lenin Jeansshorts;Roupa Masculina;6;22,04181793;0;132,2509076;;
16472;42;Joe Barry;1;Frank Roll;1;24;Samba Soccer Socks;Roupa Masculina;6;4,056182467;0;24,3370948;;
16525;19;Greg Thatcher;9;Helen Brolin;1;43;Summer Shorts;Praia;6;14,80466109;0;88,82796655;;
16556;62;Jorge Alemaio;2;Erik Presley;1;4;Rossi Shorts;Roupa Feminina;6;22,52511125;0;135,1506675;;
16627;73;Preben Elkjaer;3;Rob Carsson;1;10;Sapporoo Gloves;Beb�s;6;7,363538221;0;44,18122933;;
16704;1;Albert von Einstein;8;Leif Shine;1;17;TieBreak Tennis shoes;Cal�ado Masculino;6;21,02917035;0;126,1750221;;
16762;90;Reijoo Haajanen;9;Helen Brolin;1;61;AAA Running Shoe;Esportivo;6;30,44246137;0;182,6547682;;
16779;40;Philippe de Laval;5;Ingrid Hendrix;1;52;Winter Boots;Cal�ado Feminino;6;77,22714023;0;463,3628414;;
16810;54;Don Gerardo;3;Rob Carsson;1;7;Runner Shoes;Infantil;6;44,63983894;0;267,8390337;;
16824;40;Philippe de Laval;4;Joan Callins;1;17;TieBreak Tennis shoes;Cal�ado Masculino;6;23,79060307;0;142,7436184;;
16856;73;Preben Elkjaer;9;Helen Brolin;1;76;Halter Dress;Roupa Feminina;6;426,2225263;0;2557,335158;;
16888;17;Lars von Holstein;8;Leif Shine;1;13;Aino Shoes;Beb�s;6;21,6360359;0;129,8162154;;
10629;30;El Cordobes;4;Joan Callins;1;64;WFS Shoes;Cal�ado Feminino;9;30,45;0;274,05;;
10683;18;Pierre Chardin;6;Lennart Skoglund;1;52;Winter Boots;Cal�ado Feminino;9;76,49;0;688,41;;
10824;17;Lars von Holstein;7;Tom Lindwall;1;70;US-Master Jeans;Roupa Masculina;9;30,99;0;278,91;;
10969;15;Edson Arantes do Nascimento;9;Helen Brolin;1;46;Rodbye Troje;Beb�s;9;13,07;0;117,63;;
10982;80;Peloto Gomez;1;Frank Roll;1;43;Summer Shorts;Praia;9;11,37;0;102,33;;
11067;17;Lars von Holstein;8;Leif Shine;1;41;Duck Shirt;Beb�s;9;9,34;0;84,06;;
11232;56;Herman Schlusse;8;Leif Shine;1;13;Aino Shoes;Beb�s;9;24,46302159;0;220,1671943;;
11309;79;Heinz Disco;7;Tom Lindwall;1;14;Kool Sunglasses;Infantil;9;23,37276487;0;210,3548838;;
11361;37;Robert Bolero;9;Helen Brolin;1;40;Duck Trousers;Beb�s;9;19,59832059;0;176,3848853;;
11379;80;Peloto Gomez;1;Frank Roll;1;17;TieBreak Tennis shoes;Cal�ado Masculino;9;30,82856108;0;277,4570497;;
11394;84;Pierre Robert;5;Ingrid Hendrix;1;68;Cap;Esportivo;9;13,75401281;0;123,7861153;;
11465;30;El Cordobes;4;Joan Callins;1;64;WFS Shoes;Cal�ado Feminino;9;37,65250839;0;338,8725755;;
11493;32;Ross The Boss;1;Frank Roll;1;47;Lundenhagen Boots;Cal�ado Masculino;9;27,29174757;0;245,6257281;;
11519;18;Pierre Chardin;6;Lennart Skoglund;1;52;Winter Boots;Cal�ado Feminino;9;86,9553601;0;782,5982409;;
11556;32;Ross The Boss;1;Frank Roll;1;71;Atles Lussekofta;Roupa Masculina;9;32,19575858;0;289,7618272;;
11698;44;Klaus Deum;7;Tom Lindwall;1;52;Winter Boots;Cal�ado Feminino;9;72,65210848;0;653,8689763;;
11719;63;George Essen;7;Tom Lindwall;1;24;Samba Soccer Socks;Roupa Masculina;9;4,466578563;0;40,19920707;;
11751;80;Peloto Gomez;1;Frank Roll;1;17;TieBreak Tennis shoes;Cal�ado Masculino;9;30,48949318;0;274,4054386;;
11776;73;Preben Elkjaer;9;Helen Brolin;1;7;Runner Shoes;Infantil;9;47,04737281;0;423,4263553;;
11846;66;Anna Bella;6;Lennart Skoglund;1;24;Samba Soccer Socks;Roupa Masculina;9;5,507360434;0;49,5662439;;
11872;17;Lars von Holstein;8;Leif Shine;1;13;Aino Shoes;Beb�s;9;25,3563457;0;228,2071113;;
11879;19;Greg Thatcher;9;Helen Brolin;1;11;Desperado Jeans;Roupa Masculina;9;29,56956219;0;266,1260597;;
11919;14;Alfred Neumann;6;Lennart Skoglund;1;37;Mehmet-Skor;Beb�s;9;5,228649938;0;47,05784944;;
12186;1;Albert von Einstein;7;Tom Lindwall;1;77;Wrap Skirt;Roupa Feminina;9;12,87934982;0;115,9141484;;
12296;19;Greg Thatcher;3;Rob Carsson;1;44;Okkaba Skin Jackets;Roupa Feminina;9;86,97391182;0;782,7652063;;
12309;62;Jorge Alemaio;3;Rob Carsson;1;11;Desperado Jeans;Roupa Masculina;9;30,50875741;0;274,5788167;;
12334;48;Andrea Pamelsson;1;Frank Roll;1;68;Cap;Esportivo;9;14,82457152;0;133,4211437;;
12338;68;Carl Perry;6;Lennart Skoglund;1;65;Stretch Pants;Roupa Feminina;9;11,12827676;0;100,1544908;;
12465;17;Lars von Holstein;8;Leif Shine;1;52;Winter Boots;Cal�ado Feminino;9;83,62973469;0;752,6676122;;
12553;12;Victoria Abril;3;Rob Carsson;1;73;Mehmet-Napp;Beb�s;9;1,46385376;0;13,17468384;;
12555;63;George Essen;7;Tom Lindwall;1;24;Samba Soccer Socks;Roupa Masculina;9;3,859786417;0;34,73807775;;
12582;90;Reijoo Haajanen;9;Helen Brolin;1;49;Finnish Sport Blades;Esportivo;9;22,5722463;0;203,1502167;;
12589;69;Emilio Ilegal;5;Ingrid Hendrix;1;60;Game Over T-Shirt;Esportivo;9;4,674746582;0;42,07271924;;
12641;15;Edson Arantes do Nascimento;9;Helen Brolin;1;46;Rodbye Troje;Beb�s;9;11,72154056;0;105,4938651;;
12739;17;Lars von Holstein;8;Leif Shine;1;41;Duck Shirt;Beb�s;9;8,746801831;0;78,72121648;;
12790;36;Marcellus Wallace;1;Frank Roll;1;62;Lace Shoes;Esportivo;9;25,50014481;0;229,5013033;;
12864;39;Dieter Rummernige;9;Helen Brolin;1;30;Baby Dark Lounge Suit;Beb�s;9;24,47714848;0;220,2943363;;
12878;23;Jaques Wilneuve;6;Lennart Skoglund;1;40;Duck Trousers;Beb�s;9;17,73088199;0;159,5779379;;
12940;48;Andrea Pamelsson;1;Frank Roll;1;67;Minnki P�lsii;Roupa Feminina;9;75,14689601;0;676,3220641;;
12941;43;Klaus Tarantino;1;Frank Roll;1;11;Desperado Jeans;Roupa Masculina;9;32,8103275;0;295,2929475;;
12991;13;Speedy Gonzales;3;Rob Carsson;1;21;Basket Shoes;Esportivo;9;10,83958495;0;97,55626453;;
13051;80;Peloto Gomez;1;Frank Roll;1;17;TieBreak Tennis shoes;Cal�ado Masculino;9;24,7627567;0;222,8648103;;
13053;38;Al Yankovic;3;Rob Carsson;1;35;LA. Shorts;Praia;9;6,11910369;0;55,07193321;;
13107;11;David Foot;9;Helen Brolin;1;62;Lace Shoes;Esportivo;9;37,39602603;0;336,5642343;;
13132;19;Greg Thatcher;3;Rob Carsson;1;44;Okkaba Skin Jackets;Roupa Feminina;9;83,74181981;0;753,6763783;;
13191;18;Pierre Chardin;6;Lennart Skoglund;1;52;Winter Boots;Cal�ado Feminino;9;83,51145622;0;751,603106;;
13265;1;Albert von Einstein;7;Tom Lindwall;1;59;Rasta WCT;Esportivo;9;8,080823071;0;72,72740764;;
13286;5;Urra Gurra Aktersnurra;9;Helen Brolin;1;41;Duck Shirt;Beb�s;9;8,654510736;0;77,89059662;;
13293;33;Antonio Palmer Amer;9;Helen Brolin;1;75;Bow tie;Roupa Masculina;9;8,900836664;0;80,10752998;;
13337;38;Al Yankovic;9;Helen Brolin;1;13;Aino Shoes;Beb�s;9;23,37640076;0;210,3876068;;
13423;80;Peloto Gomez;1;Frank Roll;1;54;Patamonia Fleece Jacket;Esportivo;9;37,58805844;0;338,292526;;
13434;2;Paco el Maco;3;Rob Carsson;1;13;Aino Shoes;Beb�s;9;26,48796427;0;238,3916784;;
13453;32;Ross The Boss;1;Frank Roll;1;31;Rossi Bermuda Shorts;Roupa Masculina;9;6,986030676;0;62,87427608;;
13511;37;Robert Bolero;3;Rob Carsson;1;40;Duck Trousers;Beb�s;9;20,82858226;0;187,4572404;;
13551;19;Greg Thatcher;9;Helen Brolin;1;11;Desperado Jeans;Roupa Masculina;9;28,30830521;0;254,7747469;;
13568;27;Don Corleone;6;Lennart Skoglund;1;77;Wrap Skirt;Roupa Feminina;9;15,83810827;0;142,5429744;;
13618;21;Romario do Sauza;2;Erik Presley;1;34;Baywatch Swimsuit;Praia;9;9,847707833;0;88,6293705;;
13716;59;Herbert Bernstorf;5;Ingrid Hendrix;1;40;Duck Trousers;Beb�s;9;16,29190418;0;146,6271376;;
13858;1;Albert von Einstein;7;Tom Lindwall;1;77;Wrap Skirt;Roupa Feminina;9;16,5682459;0;149,1142131;;
13981;62;Jorge Alemaio;3;Rob Carsson;1;11;Desperado Jeans;Roupa Masculina;9;30,09071401;0;270,8164261;;
13983;70;Akkurat Jonny;3;Rob Carsson;1;18;Deuce Shirt;Beb�s;9;23,39686926;0;210,5718234;;
14001;32;Ross The Boss;1;Frank Roll;1;47;Lundenhagen Boots;Cal�ado Masculino;9;29,99892884;0;269,9903596;;
14006;48;Andrea Pamelsson;1;Frank Roll;1;68;Cap;Esportivo;9;11,9602494;0;107,6422446;;
14015;26;Jeanne d�Anjou;7;Tom Lindwall;1;62;Lace Shoes;Esportivo;9;31,89512699;0;287,0561429;;
14093;32;Ross The Boss;1;Frank Roll;1;76;Halter Dress;Roupa Feminina;9;381,4024648;0;3432,622183;;
14202;40;Philippe de Laval;5;Ingrid Hendrix;1;27;Tracksuit;Esportivo;9;41,73417546;0;375,6075792;;
14225;12;Victoria Abril;3;Rob Carsson;1;73;Mehmet-Napp;Beb�s;9;1,477409958;0;13,29668963;;
14289;32;Ross The Boss;1;Frank Roll;1;31;Rossi Bermuda Shorts;Roupa Masculina;9;8,406173393;0;75,65556054;;
14350;32;Ross The Boss;1;Frank Roll;1;1;Lenin Jeansshorts;Roupa Masculina;9;19,35787898;0;174,2209108;;
14353;30;El Cordobes;4;Joan Callins;1;60;Game Over T-Shirt;Esportivo;9;6,070220759;0;54,63198683;;
14354;66;Anna Bella;6;Lennart Skoglund;1;24;Samba Soccer Socks;Roupa Masculina;9;5,330163484;0;47,97147136;;
14536;39;Dieter Rummernige;9;Helen Brolin;1;30;Baby Dark Lounge Suit;Beb�s;9;22,64049263;0;203,7644336;;
14588;37;Robert Bolero;3;Rob Carsson;1;24;Samba Soccer Socks;Roupa Masculina;9;4,087443243;0;36,78698919;;
14602;44;Klaus Deum;7;Tom Lindwall;1;30;Baby Dark Lounge Suit;Beb�s;9;32,04055955;0;288,3650359;;
14711;48;Andrea Pamelsson;1;Frank Roll;1;62;Lace Shoes;Esportivo;9;33,18148769;0;298,6333893;;
14732;28;Vitor Baiha;5;Ingrid Hendrix;1;59;Rasta WCT;Esportivo;9;7,503402617;0;67,53062356;;
14771;127;Staffan Blond;3;Rob Carsson;1;7;Runner Shoes;Infantil;9;36,68769993;0;330,1892994;;
14779;11;David Foot;9;Helen Brolin;1;62;Lace Shoes;Esportivo;9;35,59437632;0;320,3493869;;
14804;19;Greg Thatcher;3;Rob Carsson;1;44;Okkaba Skin Jackets;Roupa Feminina;9;98,11387022;0;883,024832;;
14863;18;Pierre Chardin;6;Lennart Skoglund;1;52;Winter Boots;Cal�ado Feminino;9;68,0416329;0;612,3746961;;
14889;31;Anna Figo;3;Rob Carsson;1;60;Game Over T-Shirt;Esportivo;9;5,263221108;0;47,36898997;;
14927;59;Herbert Bernstorf;5;Ingrid Hendrix;1;63;Serve-Shirt;Roupa Feminina;9;21,56524402;0;194,0871962;;
14932;53;John Cleez;2;Erik Presley;1;1;Lenin Jeansshorts;Roupa Masculina;9;20,82660943;0;187,4394849;;
14976;35;Nicolas Balines;3;Rob Carsson;1;44;Okkaba Skin Jackets;Roupa Feminina;9;88,68231765;0;798,1408589;;
14999;12;Victoria Abril;2;Erik Presley;1;43;Summer Shorts;Praia;9;13,70063993;0;123,3057594;;
15042;44;Klaus Deum;7;Tom Lindwall;1;52;Winter Boots;Cal�ado Feminino;9;77,4349243;0;696,9143187;;
15049;32;Ross The Boss;1;Frank Roll;1;11;Desperado Jeans;Roupa Masculina;9;30,10139345;0;270,912541;;
15097;69;Emilio Ilegal;5;Ingrid Hendrix;1;60;Game Over T-Shirt;Esportivo;9;4,702485361;0;42,32236825;;
15149;15;Edson Arantes do Nascimento;9;Helen Brolin;1;46;Rodbye Troje;Beb�s;9;13,38275372;0;120,4447834;;
15247;17;Lars von Holstein;8;Leif Shine;1;41;Duck Shirt;Beb�s;9;10,46631603;0;94,19684429;;
15310;62;Jorge Alemaio;2;Erik Presley;1;1;Lenin Jeansshorts;Roupa Masculina;9;18,73876641;0;168,6488977;;
15490;34;Joe do Pintho;2;Erik Presley;1;41;Duck Shirt;Beb�s;9;9,377578095;0;84,39820285;;
15573;87;Miiko Heikill�;7;Tom Lindwall;1;14;Kool Sunglasses;Infantil;9;23,2206797;0;208,9861173;;
15574;84;Pierre Robert;5;Ingrid Hendrix;1;52;Winter Boots;Cal�ado Feminino;9;76,15482139;0;685,3933925;;
15585;63;George Essen;7;Tom Lindwall;1;42;Walking Shoes;Cal�ado Feminino;9;17,15904958;0;154,4314462;;
15627;91;Boniekk Wallessa;8;Leif Shine;1;2;Mr2 Trousers;Roupa Masculina;9;18,19686808;0;163,7718128;;
15645;30;El Cordobes;4;Joan Callins;1;64;WFS Shoes;Cal�ado Feminino;9;28,34298471;0;255,0868624;;
15678;48;Andrea Pamelsson;1;Frank Roll;1;68;Cap;Esportivo;9;16,03828057;0;144,3445251;;
15699;18;Pierre Chardin;6;Lennart Skoglund;1;52;Winter Boots;Cal�ado Feminino;9;87,20931553;0;784,8838398;;
15775;2;Paco el Maco;2;Erik Presley;1;32;Riviera Swimsuit;Praia;9;20,29318934;0;182,638704;;
15821;23;Jaques Wilneuve;6;Lennart Skoglund;1;38;Le Baby Dress;Roupa Feminina;9;82,81584501;0;745,3426051;;
15869;6;Herman Hinschler;8;Leif Shine;1;18;Deuce Shirt;Beb�s;9;25,17096557;0;226,5386901;;
15931;80;Peloto Gomez;1;Frank Roll;1;54;Patamonia Fleece Jacket;Esportivo;9;35,09581417;0;315,8623275;;
15933;69;Emilio Ilegal;5;Ingrid Hendrix;1;60;Game Over T-Shirt;Esportivo;9;5,019241703;0;45,17317533;;
16002;54;Don Gerardo;3;Rob Carsson;1;76;Halter Dress;Roupa Feminina;9;449,2347289;0;4043,11256;;
16019;37;Robert Bolero;3;Rob Carsson;1;40;Duck Trousers;Beb�s;9;20,53773102;0;184,8395792;;
16022;32;Ross The Boss;1;Frank Roll;1;1;Lenin Jeansshorts;Roupa Masculina;9;23,5766726;0;212,1900534;;
16042;27;Don Corleone;6;Lennart Skoglund;1;51;Summit Hiking Boots;Cal�ado Masculino;9;87,21141102;0;784,9026992;;
16059;19;Greg Thatcher;9;Helen Brolin;1;11;Desperado Jeans;Roupa Masculina;9;30,69439333;0;276,24954;;
16134;36;Marcellus Wallace;1;Frank Roll;1;13;Aino Shoes;Beb�s;9;29,93292358;0;269,3963122;;
16248;56;Herman Schlusse;8;Leif Shine;1;13;Aino Shoes;Beb�s;9;29,55981422;0;266,038328;;
16285;43;Klaus Tarantino;1;Frank Roll;1;11;Desperado Jeans;Roupa Masculina;9;30,32854869;0;272,9569383;;
16290;30;El Cordobes;4;Joan Callins;1;19;Squash Shorts;Esportivo;9;11,66860459;0;105,0174413;;
16325;79;Heinz Disco;7;Tom Lindwall;1;14;Kool Sunglasses;Infantil;9;25,99201668;0;233,9281501;;
16350;85;Henry Renault;5;Ingrid Hendrix;1;72;Oyaki Kimono;Roupa Feminina;9;11,49621814;0;103,4659633;;
16386;32;Ross The Boss;1;Frank Roll;1;16;Wimbledon T-Shirt;Esportivo;9;9,106143032;0;81,95528729;;
16392;23;Jaques Wilneuve;6;Lennart Skoglund;1;41;Duck Shirt;Beb�s;9;11,19932613;0;100,7939352;;
16417;73;Preben Elkjaer;3;Rob Carsson;1;33;Casual Boots;Esportivo;9;26,15192286;0;235,3673058;;
16509;32;Ross The Boss;1;Frank Roll;1;47;Lundenhagen Boots;Cal�ado Masculino;9;22,87128163;0;205,8415347;;
16514;48;Andrea Pamelsson;1;Frank Roll;1;68;Cap;Esportivo;9;15,79286494;0;142,1357844;;
16517;48;Andrea Pamelsson;1;Frank Roll;1;76;Halter Dress;Roupa Feminina;9;323,9678611;0;2915,71075;;
16518;68;Carl Perry;6;Lennart Skoglund;1;65;Stretch Pants;Roupa Feminina;9;11,99066344;0;107,915971;;
16539;37;Robert Bolero;3;Rob Carsson;1;29;Davenport Shoes;Cal�ado Masculino;9;135,2605515;0;1217,344964;;
16681;38;Al Yankovic;9;Helen Brolin;1;13;Aino Shoes;Beb�s;9;24,76926477;0;222,9233829;;
16683;32;Ross The Boss;1;Frank Roll;1;35;LA. Shorts;Praia;9;4,911265979;0;44,20139381;;
16710;40;Philippe de Laval;5;Ingrid Hendrix;1;27;Tracksuit;Esportivo;9;53,61914405;0;482,5722964;;
16731;79;Heinz Disco;7;Tom Lindwall;1;76;Halter Dress;Roupa Feminina;9;467,4990618;0;4207,491556;;
16733;12;Victoria Abril;3;Rob Carsson;1;73;Mehmet-Napp;Beb�s;9;1,153412096;0;10,38070886;;
16735;63;George Essen;7;Tom Lindwall;1;24;Samba Soccer Socks;Roupa Masculina;9;3,734670902;0;33,61203812;;
16742;18;Pierre Chardin;6;Lennart Skoglund;1;34;Baywatch Swimsuit;Praia;9;8,735928261;0;78,62335435;;
16769;69;Emilio Ilegal;5;Ingrid Hendrix;1;60;Game Over T-Shirt;Esportivo;9;5,78363887;0;52,05274983;;
16858;32;Ross The Boss;1;Frank Roll;1;1;Lenin Jeansshorts;Roupa Masculina;9;19,20881389;0;172,879325;;
16878;27;Don Corleone;6;Lennart Skoglund;1;18;Deuce Shirt;Beb�s;9;24,28124393;0;218,5311954;;
11118;36;Marcellus Wallace;1;Frank Roll;1;62;Lace Shoes;Esportivo;11;29,9390102;0;329,3291122;;
11219;42;Joe Barry;1;Frank Roll;1;23;DSW Sandals;Cal�ado Feminino;11;8,136002331;0;89,49602564;;
11269;43;Klaus Tarantino;1;Frank Roll;1;11;Desperado Jeans;Roupa Masculina;11;24,85680934;0;273,4249028;;
11285;79;Heinz Disco;8;Leif Shine;1;44;Okkaba Skin Jackets;Roupa Feminina;11;71,41529032;0;785,5681935;;
11307;87;Miiko Heikill�;7;Tom Lindwall;1;29;Davenport Shoes;Cal�ado Masculino;11;119,6161489;0;1315,777637;;
11349;1;Albert von Einstein;8;Leif Shine;1;64;WFS Shoes;Cal�ado Feminino;11;32,13379141;0;353,4717055;;
11367;48;Andrea Pamelsson;1;Frank Roll;1;62;Lace Shoes;Esportivo;11;29,88416174;0;328,7257792;;
11435;11;David Foot;9;Helen Brolin;1;62;Lace Shoes;Esportivo;11;28,72583847;0;315,9842232;;
11447;91;Boniekk Wallessa;8;Leif Shine;1;2;Mr2 Trousers;Roupa Masculina;11;19,87332294;0;218,6065523;;
11501;48;Andrea Pamelsson;1;Frank Roll;1;76;Halter Dress;Roupa Feminina;11;340,0496357;0;3740,545993;;
11508;5;Urra Gurra Aktersnurra;3;Rob Carsson;1;71;Atles Lussekofta;Roupa Masculina;11;28,08527944;0;308,9380738;;
11614;5;Urra Gurra Aktersnurra;9;Helen Brolin;1;41;Duck Shirt;Beb�s;11;8,883860746;0;97,7224682;;
